Mod:Item:MetaData, Localized Name
gregtech:gt.metaitem.01:2956, Tartarite Dust
gregtech:gt.metaitem.01:2957, Hepatizon Dust
gregtech:gt.metaitem.01:2958, Angmallen Dust
gregtech:gt.metaitem.01:2959, Eximite Dust
gregtech:gt.metaitem.01:2960, Prometheum Dust
gregtech:gt.metaitem.01:2961, Oureclase Dust
gregtech:gt.metaitem.01:2962, Carmot Dust
gregtech:gt.metaitem.01:2963, Haderoth Dust
gregtech:gt.metaitem.01:2964, Celenegil Dust
gregtech:gt.metaitem.01:2965, Atlarus Dust
gregtech:gt.metaitem.01:2966, Orichalcum Dust
gregtech:gt.metaitem.01:8347, Firestone
gregtech:gt.metaitem.01:8502, Ruby
gregtech:gt.metaitem.01:8503, Sapphire
gregtech:gt.metaitem.01:8504, Green Sapphire
gregtech:gt.metaitem.01:8505, Olivine
gregtech:gt.metaitem.01:8507, Topaz
gregtech:gt.metaitem.01:8508, Tanzanite
gregtech:gt.metaitem.01:8509, Amethyst
gregtech:gt.metaitem.01:8510, Opal
gregtech:gt.metaitem.01:8511, Jasper
gregtech:gt.metaitem.01:8512, Ruby
gregtech:gt.metaitem.01:8513, Blue Topaz
gregtech:gt.metaitem.01:8514, Amber
gregtech:gt.metaitem.01:8515, Dilithium
gregtech:gt.metaitem.01:8516, Certus Quartz
gregtech:gt.metaitem.01:8518, Forcicium
gregtech:gt.metaitem.01:8519, Forcillium
gregtech:gt.metaitem.01:8520, Monazite
gregtech:gt.metaitem.01:8521, Force
gregtech:gt.metaitem.01:8523, Quartzite
gregtech:gt.metaitem.01:8524, Lazurite
gregtech:gt.metaitem.01:8525, Sodalite
gregtech:gt.metaitem.01:8527, Red Garnet
gregtech:gt.metaitem.01:8528, Yellow Garnet
gregtech:gt.metaitem.01:8529, Vinteum
gregtech:gt.metaitem.01:8530, Apatite
gregtech:gt.metaitem.01:8531, Niter
gregtech:gt.metaitem.01:8534, Phosphorus
gregtech:gt.metaitem.01:8538, Lignite Coal
gregtech:gt.metaitem.01:8890, Glass Crystal
gregtech:gt.metaitem.01:11006, Lithium Ingot
gregtech:gt.metaitem.01:11008, Beryllium Ingot
gregtech:gt.metaitem.01:11010, Carbon Ingot
gregtech:gt.metaitem.01:11018, Magnesium Ingot
gregtech:gt.metaitem.01:11019, Aluminium Ingot
gregtech:gt.metaitem.01:11020, Silicon Ingot
gregtech:gt.metaitem.01:11025, Potassium Ingot
gregtech:gt.metaitem.01:11027, Scandium Ingot
gregtech:gt.metaitem.01:11028, Titanium Ingot
gregtech:gt.metaitem.01:11029, Vanadium Ingot
gregtech:gt.metaitem.01:11030, Chrome Ingot
gregtech:gt.metaitem.01:11031, Manganese Ingot
gregtech:gt.metaitem.01:11033, Cobalt Ingot
gregtech:gt.metaitem.01:11034, Nickel Ingot
gregtech:gt.metaitem.01:11035, Copper Ingot
gregtech:gt.metaitem.01:11036, Zinc Ingot
gregtech:gt.metaitem.01:11037, Gallium Ingot
gregtech:gt.metaitem.01:11039, Arsenic Ingot
gregtech:gt.metaitem.01:11043, Rubidium Ingot
gregtech:gt.metaitem.01:11045, Yttrium Ingot
gregtech:gt.metaitem.01:11047, Niobium Ingot
gregtech:gt.metaitem.01:11048, Molybdenum Ingot
gregtech:gt.metaitem.01:11052, Palladium Ingot
gregtech:gt.metaitem.01:11054, Silver Ingot
gregtech:gt.metaitem.01:11056, Indium Ingot
gregtech:gt.metaitem.01:11057, Tin Ingot
gregtech:gt.metaitem.01:11058, Antimony Ingot
gregtech:gt.metaitem.01:11059, Tellurium Ingot
gregtech:gt.metaitem.01:11062, Caesium Ingot
gregtech:gt.metaitem.01:11064, Lanthanum Ingot
gregtech:gt.metaitem.01:11065, Cerium Ingot
gregtech:gt.metaitem.01:11066, Praseodymium Ingot
gregtech:gt.metaitem.01:11067, Neodymium Ingot
gregtech:gt.metaitem.01:11068, Promethium Ingot
gregtech:gt.metaitem.01:11069, Samarium Ingot
gregtech:gt.metaitem.01:11070, Europium Ingot
gregtech:gt.metaitem.01:11071, Gadolinium Ingot
gregtech:gt.metaitem.01:11072, Terbium Ingot
gregtech:gt.metaitem.01:11073, Dysprosium Ingot
gregtech:gt.metaitem.01:11074, Holmium Ingot
gregtech:gt.metaitem.01:11075, Erbium Ingot
gregtech:gt.metaitem.01:11076, Thulium Ingot
gregtech:gt.metaitem.01:11077, Ytterbium Ingot
gregtech:gt.metaitem.01:11078, Lutetium Ingot
gregtech:gt.metaitem.01:11080, Tantalum Ingot
gregtech:gt.metaitem.01:11081, Tungsten Ingot
gregtech:gt.metaitem.01:11083, Osmium Ingot
gregtech:gt.metaitem.01:11084, Iridium Ingot
gregtech:gt.metaitem.01:11085, Platinum Ingot
gregtech:gt.metaitem.01:11089, Lead Ingot
gregtech:gt.metaitem.01:11090, Bismuth Ingot
gregtech:gt.metaitem.01:11096, Thorium Ingot
gregtech:gt.metaitem.01:11097, Uranium 235 Ingot
gregtech:gt.metaitem.01:11098, Uranium 238 Ingot
gregtech:gt.metaitem.01:11100, Plutonium 244 Ingot
gregtech:gt.metaitem.01:11101, Plutonium 241 Ingot
gregtech:gt.metaitem.01:11103, Americium Ingot
gregtech:gt.metaitem.01:11129, Neutronium Ingot
gregtech:gt.metaitem.01:11300, Bronze Ingot
gregtech:gt.metaitem.01:11301, Brass Ingot
gregtech:gt.metaitem.01:11302, Invar Ingot
gregtech:gt.metaitem.01:11303, Electrum Ingot
gregtech:gt.metaitem.01:11304, Wrought Iron Ingot
gregtech:gt.metaitem.01:11305, Steel Ingot
gregtech:gt.metaitem.01:11306, Stainless Steel Ingot
gregtech:gt.metaitem.01:11307, Pig Iron Ingot
gregtech:gt.metaitem.01:11308, Red Alloy Ingot
gregtech:gt.metaitem.01:11309, Blue Alloy Ingot
gregtech:gt.metaitem.01:11310, Cupronickel Ingot
gregtech:gt.metaitem.01:11311, Nichrome Ingot
gregtech:gt.metaitem.01:11312, Kanthal Ingot
gregtech:gt.metaitem.01:11313, Magnalium Ingot
gregtech:gt.metaitem.01:11314, Soldering Alloy Ingot
gregtech:gt.metaitem.01:11315, Battery Alloy Ingot
gregtech:gt.metaitem.01:11316, Tungstensteel Ingot
gregtech:gt.metaitem.01:11317, Osmiridium Ingot
gregtech:gt.metaitem.01:11318, Sunnarium Ingot
gregtech:gt.metaitem.01:11319, Adamantium Ingot
gregtech:gt.metaitem.01:11320, Fluxed Electrum Ingot
gregtech:gt.metaitem.01:11321, Enderium Ingot
gregtech:gt.metaitem.01:11322, HSLA Steel Ingot
gregtech:gt.metaitem.01:11323, Infused Gold Ingot
gregtech:gt.metaitem.01:11324, Naquadah Ingot
gregtech:gt.metaitem.01:11325, Naquadah Alloy Ingot
gregtech:gt.metaitem.01:11326, Enriched Naquadah Ingot
gregtech:gt.metaitem.01:11327, Naquadria Ingot
gregtech:gt.metaitem.01:11328, Duranium Ingot
gregtech:gt.metaitem.01:11329, Tritanium Ingot
gregtech:gt.metaitem.01:11330, Thaumium Ingot
gregtech:gt.metaitem.01:11331, Mithril Ingot
gregtech:gt.metaitem.01:11332, Midasium Ingot
gregtech:gt.metaitem.01:11333, Astral Silver Ingot
gregtech:gt.metaitem.01:11334, Black Steel Ingot
gregtech:gt.metaitem.01:11335, Damascus Steel Ingot
gregtech:gt.metaitem.01:11336, Shadowiron Ingot
gregtech:gt.metaitem.01:11337, Shadowsteel Ingot
gregtech:gt.metaitem.01:11338, Ironwood Ingot
gregtech:gt.metaitem.01:11339, Steeleaf
gregtech:gt.metaitem.01:11340, Meteoric Iron Ingot
gregtech:gt.metaitem.01:11341, Meteoric Steel Ingot
gregtech:gt.metaitem.01:11342, Dark Iron Ingot
gregtech:gt.metaitem.01:11343, Cobalt Brass Ingot
gregtech:gt.metaitem.01:11344, Ultimet Ingot
gregtech:gt.metaitem.01:11345, Annealed Copper Ingot
gregtech:gt.metaitem.01:11346, Fiery Steel Ingot
gregtech:gt.metaitem.01:11348, Red Steel Ingot
gregtech:gt.metaitem.01:11349, Blue Steel Ingot
gregtech:gt.metaitem.01:11350, Sterling Silver Ingot
gregtech:gt.metaitem.01:11351, Rose Gold Ingot
gregtech:gt.metaitem.01:11352, Black Bronze Ingot
gregtech:gt.metaitem.01:11353, Bismuth Bronze Ingot
gregtech:gt.metaitem.01:11354, Magnetic Iron Ingot
gregtech:gt.metaitem.01:11355, Magnetic Steel Ingot
gregtech:gt.metaitem.01:11356, Magnetic Neodymium Ingot
gregtech:gt.metaitem.01:11357, Vanadium-Gallium Ingot
gregtech:gt.metaitem.01:11358, Yttrium Barium Cuprate Ingot
gregtech:gt.metaitem.01:11359, Niobium Nitride Ingot
gregtech:gt.metaitem.01:11360, Niobium-Titanium Ingot
gregtech:gt.metaitem.01:11361, Chromium Dioxide Ingot
gregtech:gt.metaitem.01:11362, Knightmetal Ingot
gregtech:gt.metaitem.01:11363, Tin Alloy Ingot
gregtech:gt.metaitem.01:11364, Dark Steel Ingot
gregtech:gt.metaitem.01:11370, Tungstencarbide Ingot
gregtech:gt.metaitem.01:11371, Vanadiumsteel Ingot
gregtech:gt.metaitem.01:11372, HSS-G Ingot
gregtech:gt.metaitem.01:11373, HSS-E Ingot
gregtech:gt.metaitem.01:11374, HSS-S Ingot
gregtech:gt.metaitem.01:11470, Epoxid Ingot
gregtech:gt.metaitem.01:11471, Polysiloxane Ingot
gregtech:gt.metaitem.01:11472, Polycaprolactam Ingot
gregtech:gt.metaitem.01:11473, Polytetrafluoroethylene Ingot
gregtech:gt.metaitem.01:11489, Vulcanite Ingot
gregtech:gt.metaitem.01:11490, Infuscolium Ingot
gregtech:gt.metaitem.01:11521, Force Ingot
gregtech:gt.metaitem.01:11770, Endium Ingot
gregtech:gt.metaitem.01:11829, Deep Iron Ingot
gregtech:gt.metaitem.01:11874, Polyethylene Bar
gregtech:gt.metaitem.01:11880, Rubber Bar
gregtech:gt.metaitem.01:11884, Desh Ingot
gregtech:gt.metaitem.01:11950, Ignatius Ingot
gregtech:gt.metaitem.01:11951, Vyroxeres Ingot
gregtech:gt.metaitem.01:11952, Ceruclase Ingot
gregtech:gt.metaitem.01:11953, Kalendrite Ingot
gregtech:gt.metaitem.01:11954, Inolashite Ingot
gregtech:gt.metaitem.01:11955, Sanguinite Ingot
gregtech:gt.metaitem.01:11956, Tartarite Ingot
gregtech:gt.metaitem.01:11957, Hepatizon Ingot
gregtech:gt.metaitem.01:11958, Angmallen Ingot
gregtech:gt.metaitem.01:11959, Eximite Ingot
gregtech:gt.metaitem.01:11960, Prometheum Ingot
gregtech:gt.metaitem.01:11961, Oureclase Ingot
gregtech:gt.metaitem.01:11962, Carmot Ingot
gregtech:gt.metaitem.01:11963, Haderoth Ingot
gregtech:gt.metaitem.01:11964, Celenegil Ingot
gregtech:gt.metaitem.01:11965, Atlarus Ingot
gregtech:gt.metaitem.01:11966, Orichalcum Ingot
gregtech:gt.metaitem.01:13006, Double Lithium Ingot
gregtech:gt.metaitem.01:13008, Double Beryllium Ingot
gregtech:gt.metaitem.01:13010, Double Carbon Ingot
gregtech:gt.metaitem.01:13018, Double Magnesium Ingot
gregtech:gt.metaitem.01:13019, Double Aluminium Ingot
gregtech:gt.metaitem.01:13020, Double Silicon Ingot
gregtech:gt.metaitem.01:13025, Double Potassium Ingot
gregtech:gt.metaitem.01:13027, Double Scandium Ingot
gregtech:gt.metaitem.01:13028, Double Titanium Ingot
gregtech:gt.metaitem.01:13029, Double Vanadium Ingot
gregtech:gt.metaitem.01:13030, Double Chrome Ingot
gregtech:gt.metaitem.01:13031, Double Manganese Ingot
gregtech:gt.metaitem.01:13032, Double Iron Ingot
gregtech:gt.metaitem.01:13033, Double Cobalt Ingot
gregtech:gt.metaitem.01:13034, Double Nickel Ingot
gregtech:gt.metaitem.01:13035, Double Copper Ingot
gregtech:gt.metaitem.01:13036, Double Zinc Ingot
gregtech:gt.metaitem.01:13037, Double Gallium Ingot
gregtech:gt.metaitem.01:13039, Double Arsenic Ingot
gregtech:gt.metaitem.01:13043, Double Rubidium Ingot
gregtech:gt.metaitem.01:13045, Double Yttrium Ingot
gregtech:gt.metaitem.01:13047, Double Niobium Ingot
gregtech:gt.metaitem.01:13048, Double Molybdenum Ingot
gregtech:gt.metaitem.01:13052, Double Palladium Ingot
gregtech:gt.metaitem.01:13054, Double Silver Ingot
gregtech:gt.metaitem.01:13056, Double Indium Ingot
gregtech:gt.metaitem.01:13057, Double Tin Ingot
gregtech:gt.metaitem.01:13058, Double Antimony Ingot
gregtech:gt.metaitem.01:13059, Double Tellurium Ingot
gregtech:gt.metaitem.01:13062, Double Caesium Ingot
gregtech:gt.metaitem.01:13064, Double Lanthanum Ingot
gregtech:gt.metaitem.01:13065, Double Cerium Ingot
gregtech:gt.metaitem.01:13066, Double Praseodymium Ingot
gregtech:gt.metaitem.01:13067, Double Neodymium Ingot
gregtech:gt.metaitem.01:13068, Double Promethium Ingot
gregtech:gt.metaitem.01:13069, Double Samarium Ingot
gregtech:gt.metaitem.01:13070, Double Europium Ingot
gregtech:gt.metaitem.01:13071, Double Gadolinium Ingot
gregtech:gt.metaitem.01:13072, Double Terbium Ingot
gregtech:gt.metaitem.01:13073, Double Dysprosium Ingot
gregtech:gt.metaitem.01:13074, Double Holmium Ingot
gregtech:gt.metaitem.01:13075, Double Erbium Ingot
gregtech:gt.metaitem.01:13076, Double Thulium Ingot
gregtech:gt.metaitem.01:13077, Double Ytterbium Ingot
gregtech:gt.metaitem.01:13078, Double Lutetium Ingot
gregtech:gt.metaitem.01:13080, Double Tantalum Ingot
gregtech:gt.metaitem.01:13081, Double Tungsten Ingot
gregtech:gt.metaitem.01:13083, Double Osmium Ingot
gregtech:gt.metaitem.01:13084, Double Iridium Ingot
gregtech:gt.metaitem.01:13085, Double Platinum Ingot
gregtech:gt.metaitem.01:13086, Double Gold Ingot
gregtech:gt.metaitem.01:13089, Double Lead Ingot
gregtech:gt.metaitem.01:13090, Double Bismuth Ingot
gregtech:gt.metaitem.01:13096, Double Thorium Ingot
gregtech:gt.metaitem.01:13097, Double Uranium 235 Ingot
gregtech:gt.metaitem.01:13098, Double Uranium 238 Ingot
gregtech:gt.metaitem.01:13100, Double Plutonium 244 Ingot
gregtech:gt.metaitem.01:13101, Double Plutonium 241 Ingot
gregtech:gt.metaitem.01:13103, Double Americium Ingot
gregtech:gt.metaitem.01:13129, Double Neutronium Ingot
gregtech:gt.metaitem.01:13300, Double Bronze Ingot
gregtech:gt.metaitem.01:13301, Double Brass Ingot
gregtech:gt.metaitem.01:13302, Double Invar Ingot
gregtech:gt.metaitem.01:13303, Double Electrum Ingot
gregtech:gt.metaitem.01:13304, Double Wrought Iron Ingot
gregtech:gt.metaitem.01:13305, Double Steel Ingot
gregtech:gt.metaitem.01:13306, Double Stainless Steel Ingot
gregtech:gt.metaitem.01:13307, Double Pig Iron Ingot
gregtech:gt.metaitem.01:13308, Double Red Alloy Ingot
gregtech:gt.metaitem.01:13309, Double Blue Alloy Ingot
gregtech:gt.metaitem.01:13310, Double Cupronickel Ingot
gregtech:gt.metaitem.01:13311, Double Nichrome Ingot
gregtech:gt.metaitem.01:13312, Double Kanthal Ingot
gregtech:gt.metaitem.01:13313, Double Magnalium Ingot
gregtech:gt.metaitem.01:13314, Double Soldering Alloy Ingot
gregtech:gt.metaitem.01:13315, Double Battery Alloy Ingot
gregtech:gt.metaitem.01:13316, Double Tungstensteel Ingot
gregtech:gt.metaitem.01:13317, Double Osmiridium Ingot
gregtech:gt.metaitem.01:13318, Double Sunnarium Ingot
gregtech:gt.metaitem.01:13319, Double Adamantium Ingot
gregtech:gt.metaitem.01:13320, Double Fluxed Electrum Ingot
gregtech:gt.metaitem.01:13321, Double Enderium Ingot
gregtech:gt.metaitem.01:13322, Double HSLA Steel Ingot
gregtech:gt.metaitem.01:13323, Double Infused Gold Ingot
gregtech:gt.metaitem.01:13324, Double Naquadah Ingot
gregtech:gt.metaitem.01:13325, Double Naquadah Alloy Ingot
gregtech:gt.metaitem.01:13326, Double Enriched Naquadah Ingot
gregtech:gt.metaitem.01:13327, Double Naquadria Ingot
gregtech:gt.metaitem.01:13328, Double Duranium Ingot
gregtech:gt.metaitem.01:13329, Double Tritanium Ingot
gregtech:gt.metaitem.01:13330, Double Thaumium Ingot
gregtech:gt.metaitem.01:13331, Double Mithril Ingot
gregtech:gt.metaitem.01:13332, Double Midasium Ingot
gregtech:gt.metaitem.01:13333, Double Astral Silver Ingot
gregtech:gt.metaitem.01:13334, Double Black Steel Ingot
gregtech:gt.metaitem.01:13335, Double Damascus Steel Ingot
gregtech:gt.metaitem.01:13336, Double Shadowiron Ingot
gregtech:gt.metaitem.01:13337, Double Shadowsteel Ingot
gregtech:gt.metaitem.01:13338, Double Ironwood Ingot
gregtech:gt.metaitem.01:13339, Double Steeleaf
gregtech:gt.metaitem.01:13340, Double Meteoric Iron Ingot
gregtech:gt.metaitem.01:13341, Double Meteoric Steel Ingot
gregtech:gt.metaitem.01:13342, Double Dark Iron Ingot
gregtech:gt.metaitem.01:13343, Double Cobalt Brass Ingot
gregtech:gt.metaitem.01:13344, Double Ultimet Ingot
gregtech:gt.metaitem.01:13345, Double Annealed Copper Ingot
gregtech:gt.metaitem.01:13346, Double Fiery Steel Ingot
gregtech:gt.metaitem.01:13348, Double Red Steel Ingot
gregtech:gt.metaitem.01:13349, Double Blue Steel Ingot
gregtech:gt.metaitem.01:13350, Double Sterling Silver Ingot
gregtech:gt.metaitem.01:13351, Double Rose Gold Ingot
gregtech:gt.metaitem.01:13352, Double Black Bronze Ingot
gregtech:gt.metaitem.01:13353, Double Bismuth Bronze Ingot
gregtech:gt.metaitem.01:13354, Double Magnetic Iron Ingot
gregtech:gt.metaitem.01:13355, Double Magnetic Steel Ingot
gregtech:gt.metaitem.01:13356, Double Magnetic Neodymium Ingot
gregtech:gt.metaitem.01:13357, Double Vanadium-Gallium Ingot
gregtech:gt.metaitem.01:13358, Double Yttrium Barium Cuprate Ingot
gregtech:gt.metaitem.01:13359, Double Niobium Nitride Ingot
gregtech:gt.metaitem.01:13360, Double Niobium-Titanium Ingot
gregtech:gt.metaitem.01:13361, Double Chromium Dioxide Ingot
gregtech:gt.metaitem.01:13362, Double Knightmetal Ingot
gregtech:gt.metaitem.01:13363, Double Tin Alloy Ingot
gregtech:gt.metaitem.01:13364, Double Dark Steel Ingot
gregtech:gt.metaitem.01:13370, Double Tungstencarbide Ingot
gregtech:gt.metaitem.01:13371, Double Vanadiumsteel Ingot
gregtech:gt.metaitem.01:13372, Double HSS-G Ingot
gregtech:gt.metaitem.01:13373, Double HSS-E Ingot
gregtech:gt.metaitem.01:13374, Double HSS-S Ingot
gregtech:gt.metaitem.01:13470, Double Epoxid Ingot
gregtech:gt.metaitem.01:13472, Double Polycaprolactam Ingot
gregtech:gt.metaitem.01:13473, Double Polytetrafluoroethylene Ingot
gregtech:gt.metaitem.01:13489, Double Vulcanite Ingot
gregtech:gt.metaitem.01:13490, Double Infuscolium Ingot
gregtech:gt.metaitem.01:13521, Double Force Ingot
gregtech:gt.metaitem.01:13770, Double Endium Ingot
gregtech:gt.metaitem.01:13829, Double Deep Iron Ingot
gregtech:gt.metaitem.01:13884, Double Desh Ingot
gregtech:gt.metaitem.01:13950, Double Ignatius Ingot
gregtech:gt.metaitem.01:13951, Double Vyroxeres Ingot
gregtech:gt.metaitem.01:13952, Double Ceruclase Ingot
gregtech:gt.metaitem.01:13953, Double Kalendrite Ingot
gregtech:gt.metaitem.01:13954, Double Inolashite Ingot
gregtech:gt.metaitem.01:13955, Double Sanguinite Ingot
gregtech:gt.metaitem.01:13956, Double Tartarite Ingot
gregtech:gt.metaitem.01:13957, Double Hepatizon Ingot
gregtech:gt.metaitem.01:13958, Double Angmallen Ingot
gregtech:gt.metaitem.01:13959, Double Eximite Ingot
gregtech:gt.metaitem.01:13960, Double Prometheum Ingot
gregtech:gt.metaitem.01:13961, Double Oureclase Ingot
gregtech:gt.metaitem.01:13962, Double Carmot Ingot
gregtech:gt.metaitem.01:13963, Double Haderoth Ingot
gregtech:gt.metaitem.01:13964, Double Celenegil Ingot
gregtech:gt.metaitem.01:13965, Double Atlarus Ingot
gregtech:gt.metaitem.01:13966, Double Orichalcum Ingot
gregtech:gt.metaitem.01:14006, Triple Lithium Ingot
gregtech:gt.metaitem.01:14008, Triple Beryllium Ingot
gregtech:gt.metaitem.01:14010, Triple Carbon Ingot
gregtech:gt.metaitem.01:14018, Triple Magnesium Ingot
gregtech:gt.metaitem.01:14019, Triple Aluminium Ingot
gregtech:gt.metaitem.01:14020, Triple Silicon Ingot
gregtech:gt.metaitem.01:14025, Triple Potassium Ingot
gregtech:gt.metaitem.01:14027, Triple Scandium Ingot
gregtech:gt.metaitem.01:14028, Triple Titanium Ingot
gregtech:gt.metaitem.01:14029, Triple Vanadium Ingot
gregtech:gt.metaitem.01:14030, Triple Chrome Ingot
gregtech:gt.metaitem.01:14031, Triple Manganese Ingot
gregtech:gt.metaitem.01:14032, Triple Iron Ingot
gregtech:gt.metaitem.01:14033, Triple Cobalt Ingot
gregtech:gt.metaitem.01:14034, Triple Nickel Ingot
gregtech:gt.metaitem.01:14035, Triple Copper Ingot
gregtech:gt.metaitem.01:14036, Triple Zinc Ingot
gregtech:gt.metaitem.01:14037, Triple Gallium Ingot
gregtech:gt.metaitem.01:14039, Triple Arsenic Ingot
gregtech:gt.metaitem.01:14043, Triple Rubidium Ingot
gregtech:gt.metaitem.01:14045, Triple Yttrium Ingot
gregtech:gt.metaitem.01:14047, Triple Niobium Ingot
gregtech:gt.metaitem.01:14048, Triple Molybdenum Ingot
gregtech:gt.metaitem.01:14052, Triple Palladium Ingot
gregtech:gt.metaitem.01:14054, Triple Silver Ingot
gregtech:gt.metaitem.01:14056, Triple Indium Ingot
gregtech:gt.metaitem.01:14057, Triple Tin Ingot
gregtech:gt.metaitem.01:14058, Triple Antimony Ingot
gregtech:gt.metaitem.01:14059, Triple Tellurium Ingot
gregtech:gt.metaitem.01:14062, Triple Caesium Ingot
gregtech:gt.metaitem.01:14064, Triple Lanthanum Ingot
gregtech:gt.metaitem.01:14065, Triple Cerium Ingot
gregtech:gt.metaitem.01:14066, Triple Praseodymium Ingot
gregtech:gt.metaitem.01:14067, Triple Neodymium Ingot
gregtech:gt.metaitem.01:14068, Triple Promethium Ingot
gregtech:gt.metaitem.01:14069, Triple Samarium Ingot
gregtech:gt.metaitem.01:14070, Triple Europium Ingot
gregtech:gt.metaitem.01:14071, Triple Gadolinium Ingot
gregtech:gt.metaitem.01:14072, Triple Terbium Ingot
gregtech:gt.metaitem.01:14073, Triple Dysprosium Ingot
gregtech:gt.metaitem.01:14074, Triple Holmium Ingot
gregtech:gt.metaitem.01:14075, Triple Erbium Ingot
gregtech:gt.metaitem.01:14076, Triple Thulium Ingot
gregtech:gt.metaitem.01:14077, Triple Ytterbium Ingot
gregtech:gt.metaitem.01:14078, Triple Lutetium Ingot
gregtech:gt.metaitem.01:14080, Triple Tantalum Ingot
gregtech:gt.metaitem.01:14081, Triple Tungsten Ingot
gregtech:gt.metaitem.01:14083, Triple Osmium Ingot
gregtech:gt.metaitem.01:14084, Triple Iridium Ingot
gregtech:gt.metaitem.01:14085, Triple Platinum Ingot
gregtech:gt.metaitem.01:14086, Triple Gold Ingot
gregtech:gt.metaitem.01:14089, Triple Lead Ingot
gregtech:gt.metaitem.01:14090, Triple Bismuth Ingot
gregtech:gt.metaitem.01:14096, Triple Thorium Ingot
gregtech:gt.metaitem.01:14097, Triple Uranium 235 Ingot
gregtech:gt.metaitem.01:14098, Triple Uranium 238 Ingot
gregtech:gt.metaitem.01:14100, Triple Plutonium 244 Ingot
gregtech:gt.metaitem.01:14101, Triple Plutonium 241 Ingot
gregtech:gt.metaitem.01:14103, Triple Americium Ingot
gregtech:gt.metaitem.01:14129, Triple Neutronium Ingot
gregtech:gt.metaitem.01:14300, Triple Bronze Ingot
gregtech:gt.metaitem.01:14301, Triple Brass Ingot
gregtech:gt.metaitem.01:14302, Triple Invar Ingot
gregtech:gt.metaitem.01:14303, Triple Electrum Ingot
gregtech:gt.metaitem.01:14304, Triple Wrought Iron Ingot
gregtech:gt.metaitem.01:14305, Triple Steel Ingot
gregtech:gt.metaitem.01:14306, Triple Stainless Steel Ingot
gregtech:gt.metaitem.01:14307, Triple Pig Iron Ingot
gregtech:gt.metaitem.01:14308, Triple Red Alloy Ingot
gregtech:gt.metaitem.01:14309, Triple Blue Alloy Ingot
gregtech:gt.metaitem.01:14310, Triple Cupronickel Ingot
gregtech:gt.metaitem.01:14311, Triple Nichrome Ingot
gregtech:gt.metaitem.01:14312, Triple Kanthal Ingot
gregtech:gt.metaitem.01:14313, Triple Magnalium Ingot
gregtech:gt.metaitem.01:14314, Triple Soldering Alloy Ingot
gregtech:gt.metaitem.01:14315, Triple Battery Alloy Ingot
gregtech:gt.metaitem.01:14316, Triple Tungstensteel Ingot
gregtech:gt.metaitem.01:14317, Triple Osmiridium Ingot
gregtech:gt.metaitem.01:14318, Triple Sunnarium Ingot
gregtech:gt.metaitem.01:14319, Triple Adamantium Ingot
gregtech:gt.metaitem.01:14320, Triple Fluxed Electrum Ingot
gregtech:gt.metaitem.01:14321, Triple Enderium Ingot
gregtech:gt.metaitem.01:14322, Triple HSLA Steel Ingot
gregtech:gt.metaitem.01:14323, Triple Infused Gold Ingot
gregtech:gt.metaitem.01:14324, Triple Naquadah Ingot
gregtech:gt.metaitem.01:14325, Triple Naquadah Alloy Ingot
gregtech:gt.metaitem.01:14326, Triple Enriched Naquadah Ingot
gregtech:gt.metaitem.01:14327, Triple Naquadria Ingot
gregtech:gt.metaitem.01:14328, Triple Duranium Ingot
gregtech:gt.metaitem.01:14329, Triple Tritanium Ingot
gregtech:gt.metaitem.01:14330, Triple Thaumium Ingot
gregtech:gt.metaitem.01:14331, Triple Mithril Ingot
gregtech:gt.metaitem.01:14332, Triple Midasium Ingot
gregtech:gt.metaitem.01:14333, Triple Astral Silver Ingot
gregtech:gt.metaitem.01:14334, Triple Black Steel Ingot
gregtech:gt.metaitem.01:14335, Triple Damascus Steel Ingot
gregtech:gt.metaitem.01:14336, Triple Shadowiron Ingot
gregtech:gt.metaitem.01:14337, Triple Shadowsteel Ingot
gregtech:gt.metaitem.01:14338, Triple Ironwood Ingot
gregtech:gt.metaitem.01:14339, Triple Steeleaf
gregtech:gt.metaitem.01:14340, Triple Meteoric Iron Ingot
gregtech:gt.metaitem.01:14341, Triple Meteoric Steel Ingot
gregtech:gt.metaitem.01:14342, Triple Dark Iron Ingot
gregtech:gt.metaitem.01:14343, Triple Cobalt Brass Ingot
gregtech:gt.metaitem.01:14344, Triple Ultimet Ingot
gregtech:gt.metaitem.01:14345, Triple Annealed Copper Ingot
gregtech:gt.metaitem.01:14346, Triple Fiery Steel Ingot
gregtech:gt.metaitem.01:14348, Triple Red Steel Ingot
gregtech:gt.metaitem.01:14349, Triple Blue Steel Ingot
gregtech:gt.metaitem.01:14350, Triple Sterling Silver Ingot
gregtech:gt.metaitem.01:14351, Triple Rose Gold Ingot
gregtech:gt.metaitem.01:14352, Triple Black Bronze Ingot
gregtech:gt.metaitem.01:14353, Triple Bismuth Bronze Ingot
gregtech:gt.metaitem.01:14354, Triple Magnetic Iron Ingot
gregtech:gt.metaitem.01:14355, Triple Magnetic Steel Ingot
gregtech:gt.metaitem.01:14356, Triple Magnetic Neodymium Ingot
gregtech:gt.metaitem.01:14357, Triple Vanadium-Gallium Ingot
gregtech:gt.metaitem.01:14358, Triple Yttrium Barium Cuprate Ingot
gregtech:gt.metaitem.01:14359, Triple Niobium Nitride Ingot
gregtech:gt.metaitem.01:14360, Triple Niobium-Titanium Ingot
